FieldWorker1;FieldWorker2;FieldActivity_Name;Name;Region;Place;DATE;LAT;LON;Site_name;MonitoredSite_type;label;Sex;Origin;Species;Status;Tr_Shape;Tr_Model;Tr_Number;NumBagBre;Chip;id14@TCaracThes_Mark_Color_1_Precision;PTT;Frequency;NumBagRel;Fk_TInd_ID;FreqOpti
Touil Soufiane;Zegouda Mohamed;Houbara: Release;REL120215RHB040;Bouarfa;RHB040;15/02/2012;32,60325;-2,33392;NULL;NULL;136156;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M05216;7136156;NULL;NULL;NULL;NULL;49374;NULL
Touil Soufiane;Zegouda Mohamed;Houbara: Release;REL120215RHB040;Bouarfa;RHB040;15/02/2012;32,60325;-2,33392;NULL;NULL;13811D;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M06555;000713811D;NULL;NULL;NULL;NULL;49387;NULL
Touil Soufiane;Zegouda Mohamed;Houbara: Release;REL120215RHB040;Bouarfa;RHB040;15/02/2012;32,60325;-2,33392;NULL;NULL;1361C5;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M06557;00071361C5;NULL;NULL;NULL;NULL;49388;NULL
Touil Soufiane;Zegouda Mohamed;Houbara: Release;REL120215RHB040;Bouarfa;RHB040;15/02/2012;32,60325;-2,33392;NULL;NULL;13964A;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M06558;000713964A;NULL;NULL;NULL;NULL;49389;NULL
Touil Soufiane;Zegouda Mohamed;Houbara: Release;REL120215RHB040;Bouarfa;RHB040;15/02/2012;32,60325;-2,33392;NULL;NULL;137E4A;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M06618;0007137E4A;NULL;NULL;NULL;NULL;49390;NULL
Touil Soufiane;Zegouda Mohamed;Houbara: Release;REL120215RHB040;Bouarfa;RHB040;15/02/2012;32,60325;-2,33392;NULL;NULL;1367BE;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M06631;00071367BE;NULL;NULL;NULL;NULL;49391;NULL
Touil Soufiane;Zegouda Mohamed;Houbara: Release;REL120215RHB040;Bouarfa;RHB040;15/02/2012;32,60325;-2,33392;NULL;NULL;137863;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M06534;7137863;NULL;NULL;NULL;NULL;49381;NULL
Touil Soufiane;Zegouda Mohamed;Houbara: Release;REL120215RHB040;Bouarfa;RHB040;15/02/2012;32,60325;-2,33392;NULL;NULL;1364CF;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M06538;00071364CF;NULL;NULL;NULL;NULL;49382;NULL
Touil Soufiane;Zegouda Mohamed;Houbara: Release;REL120215RHB040;Bouarfa;RHB040;15/02/2012;32,60325;-2,33392;NULL;NULL;1385DF;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M06543;00071385DF;NULL;NULL;NULL;NULL;49383;NULL
Touil Soufiane;Zegouda Mohamed;Houbara: Release;REL120215RHB040;Bouarfa;RHB040;15/02/2012;32,60325;-2,33392;NULL;NULL;137636;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M06544;7137636;NULL;NULL;NULL;NULL;49384;NULL
Touil Soufiane;Zegouda Mohamed;Houbara: Release;REL120215RHB040;Bouarfa;RHB040;15/02/2012;32,60325;-2,33392;NULL;NULL;13820B;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M06549;000713820B;NULL;NULL;NULL;NULL;49385;NULL
Touil Soufiane;Zegouda Mohamed;Houbara: Release;REL120215RHB040;Bouarfa;RHB040;15/02/2012;32,60325;-2,33392;NULL;NULL;137F6E;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M06550;0007137F6E;NULL;NULL;NULL;NULL;49386;NULL
Touil Soufiane;Zegouda Mohamed;Houbara: Release;REL120215RHB040;Bouarfa;RHB040;15/02/2012;32,60325;-2,33392;NULL;NULL;1393D8;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M05689;00071393D8;NULL;NULL;NULL;NULL;49375;NULL
Touil Soufiane;Zegouda Mohamed;Houbara: Release;REL120215RHB040;Bouarfa;RHB040;15/02/2012;32,60325;-2,33392;NULL;NULL;134832;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M05829;7134832;NULL;NULL;NULL;NULL;49376;NULL
Touil Soufiane;Zegouda Mohamed;Houbara: Release;REL120215RHB040;Bouarfa;RHB040;15/02/2012;32,60325;-2,33392;NULL;NULL;137328;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M05831;7137328;NULL;NULL;NULL;NULL;49377;NULL
Touil Soufiane;Zegouda Mohamed;Houbara: Release;REL120215RHB040;Bouarfa;RHB040;15/02/2012;32,60325;-2,33392;NULL;NULL;13754F;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M05891;000713754F;NULL;NULL;NULL;NULL;49378;NULL
Touil Soufiane;Zegouda Mohamed;Houbara: Release;REL120215RHB040;Bouarfa;RHB040;15/02/2012;32,60325;-2,33392;NULL;NULL;136F6E;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M06211;0007136F6E;NULL;NULL;NULL;NULL;49379;NULL
Touil Soufiane;Zegouda Mohamed;Houbara: Release;REL120215RHB040;Bouarfa;RHB040;15/02/2012;32,60325;-2,33392;NULL;NULL;1367C5;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M06482;00071367C5;NULL;NULL;NULL;NULL;49380;NULL
Touil Soufiane;Zegouda Mohamed;Houbara: Release;REL120215RHB044;Bouarfa;RHB044;15/02/2012;32,42284;-2,33525;NULL;NULL;139541;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M04520;7139541;NULL;NULL;NULL;NULL;49407;NULL
Touil Soufiane;Zegouda Mohamed;Houbara: Release;REL120215RHB044;Bouarfa;RHB044;15/02/2012;32,42284;-2,33525;NULL;NULL;136FE3;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M04521;0007136FE3;NULL;NULL;NULL;NULL;49408;NULL
